index,credit_rating
468,Обычный
469,Обычный
470,Обычный
471,Обычный
472,Обычный
473,Хороший
474,Плохой
475,Обычный
476,Плохой
477,Обычный
478,Плохой
479,Плохой
480,Обычный
481,Обычный
482,Обычный
483,Обычный
484,Обычный
485,Обычный
486,Обычный
487,Обычный
488,Обычный
489,Обычный
490,Обычный
491,Обычный
492,Обычный
493,Обычный
494,Обычный
495,Обычный
496,Плохой
497,Плохой
498,Плохой
499,Плохой
500,Плохой
501,Плохой
502,Плохой
503,Плохой
504,Плохой
505,Плохой
506,Плохой
507,Плохой
508,Плохой
509,Плохой
510,Плохой
511,Плохой
512,Плохой
513,Хороший
514,Хороший
515,Хороший
516,Обычный
517,Хороший
518,Хороший
519,Хороший
520,Плохой
521,Плохой
522,Плохой
523,Плохой
524,Плохой
525,Плохой
526,Плохой
527,Плохой
528,Обычный
529,Обычный
530,Обычный
531,Обычный
532,Обычный
533,Обычный
534,Обычный
535,Обычный
536,Обычный
537,Обычный
538,Обычный
539,Обычный
540,Обычный
541,Обычный
542,Обычный
543,Обычный
544,Плохой
545,Хороший
546,Хороший
547,Хороший
548,Хороший
549,Хороший
550,Хороший
551,Плохой
552,Обычный
553,Обычный
554,Обычный
555,Обычный
556,Обычный
557,Обычный
558,Обычный
559,Обычный
560,Обычный
561,Обычный
562,Обычный
563,Обычный
564,Обычный
565,Обычный
566,Обычный
567,Обычный
568,Хороший
569,Хороший
570,Плохой
571,Хороший
572,Хороший
573,Хороший
574,Хороший
575,Хороший
576,Обычный
577,Обычный
578,Обычный
579,Обычный
580,Хороший
581,Обычный
582,Обычный
583,Обычный
584,Обычный
585,Обычный
586,Обычный
587,Плохой
588,Обычный
589,Обычный
590,Обычный
591,Обычный
592,Хороший
593,Хороший
594,Хороший
595,Хороший
596,Хороший
597,Хороший
598,Обычный
599,Обычный
600,Обычный
601,Обычный
602,Обычный
603,Обычный
604,Обычный
605,Обычный
606,Обычный
607,Обычный
608,Плохой
609,Плохой
610,Плохой
611,Плохой
612,Плохой
613,Плохой
614,Плохой
615,Плохой
616,Обычный
617,Обычный
618,Обычный
619,Обычный
620,Обычный
621,Обычный
622,Обычный
623,Обычный
624,Обычный
625,Обычный
626,Обычный
627,Обычный
628,Обычный
629,Обычный
630,Обычный
631,Обычный
632,Плохой
633,Плохой
634,Плохой
635,Плохой
636,Плохой
637,Плохой
638,Плохой
639,Плохой
640,Обычный
641,Обычный
642,Обычный
643,Обычный
644,Обычный
645,Обычный
646,Обычный
647,Обычный
648,Обычный
649,Обычный
650,Обычный
651,Обычный
652,Обычный
653,Обычный
654,Обычный
655,Обычный
656,Хороший
657,Хороший
658,Обычный
659,Хороший
660,Обычный
661,Хороший
662,Обычный
663,Хороший
664,Плохой
665,Плохой
666,Плохой
667,Плохой
668,Плохой
669,Плохой
670,Плохой
671,Плохой
672,Обычный
673,Обычный
674,Обычный
675,Обычный
676,Обычный
677,Обычный
678,Обычный
679,Обычный
680,Обычный
681,Обычный
682,Обычный
683,Обычный
684,Обычный
685,Обычный
686,Обычный
687,Обычный
688,Хороший
689,Хороший
690,Хороший
691,Хороший
692,Хороший
693,Хороший
694,Хороший
695,Хороший
696,Плохой
697,Плохой
698,Плохой
699,Плохой
700,Плохой
701,Плохой
702,Плохой
703,Плохой
704,Обычный
705,Обычный
706,Обычный
707,Обычный
708,Обычный
709,Обычный
710,Обычный
711,Обычный
712,Обычный
713,Обычный
714,Обычный
715,Обычный
716,Обычный
717,Обычный
718,Обычный
719,Обычный
720,Обычный
721,Обычный
722,Обычный
723,Обычный
724,Обычный
725,Обычный
726,Обычный
727,Обычный
728,Плохой
729,Плохой
730,Плохой
731,Плохой
732,Плохой
733,Плохой
734,Плохой
735,Плохой
736,Хороший
737,Хороший
738,Хороший
739,Хороший
740,Хороший
741,Хороший
742,Хороший
743,Хороший
744,Плохой
745,Плохой
746,Плохой
747,Плохой
748,Плохой
749,Плохой
750,Плохой
751,Обычный
752,Обычный
753,Обычный
754,Обычный
755,Обычный
756,Обычный
757,Обычный
758,Обычный
759,Обычный
760,Обычный
761,Обычный
762,Обычный
763,Обычный
764,Обычный
765,Обычный
766,Обычный
767,Обычный
768,Плохой
769,Плохой
770,Плохой
771,Обычный
772,Плохой
773,Плохой
774,Плохой
775,Плохой
776,Плохой
777,Плохой
778,Плохой
779,Плохой
780,Плохой
781,Плохой
782,Обычный
783,Плохой
784,Обычный
785,Обычный
786,Обычный
787,Обычный
788,Хороший
789,Обычный
790,Обычный
791,Обычный
792,Хороший
793,Хороший
794,Хороший
795,Хороший
796,Хороший
797,Хороший
798,Хороший
799,Хороший
800,Обычный
801,Плохой
802,Плохой
803,Плохой
804,Плохой
805,Плохой
806,Плохой
807,Плохой
808,Обычный
809,Обычный
810,Обычный
811,Плохой
812,Плохой
813,Плохой
814,Плохой
815,Обычный
816,Плохой
817,Плохой
818,Плохой
819,Плохой
820,Плохой
821,Плохой
822,Плохой
823,Плохой
824,Плохой
825,Плохой
826,Плохой
827,Плохой
828,Плохой
829,Плохой
830,Плохой
831,Плохой
832,Обычный
833,Обычный
834,Обычный
835,Обычный
836,Обычный
837,Обычный
838,Обычный
839,Обычный
840,Плохой
841,Плохой
842,Плохой
843,Плохой
844,Плохой
845,Плохой
846,Плохой
847,Плохой
848,Плохой
849,Плохой
850,Плохой
851,Обычный
852,Обычный
853,Плохой
854,Обычный
855,Плохой
856,Обычный
857,Обычный
858,Обычный
859,Обычный
860,Обычный
861,Обычный
862,Обычный
863,Обычный
864,Обычный
865,Обычный
866,Обычный
867,Обычный
868,Обычный
869,Обычный
870,Обычный
871,Обычный
872,Обычный
873,Обычный
874,Обычный
875,Обычный
876,Обычный
877,Обычный
878,Обычный
879,Обычный
880,Плохой
881,Обычный
882,Плохой
883,Обычный
884,Обычный
885,Обычный
886,Плохой
887,Обычный
888,Обычный
889,Обычный
890,Обычный
891,Обычный
892,Обычный
893,Обычный
894,Обычный
895,Обычный
896,Обычный
897,Обычный
898,Обычный
899,Обычный
900,Обычный
901,Обычный
902,Обычный
903,Обычный
904,Хороший
905,Хороший
906,Хороший
907,Хороший
908,Хороший
909,Хороший
910,Хороший
911,Хороший
912,Обычный
913,Обычный
914,Обычный
915,Обычный
916,Обычный
917,Обычный
918,Обычный
919,Обычный
920,Обычный
921,Обычный
922,Обычный
923,Обычный
924,Обычный
925,Обычный
926,Обычный
927,Обычный
928,Плохой
929,Плохой
930,Плохой
931,Плохой
932,Обычный
933,Обычный
934,Плохой
935,Обычный
936,Плохой
937,Плохой
938,Плохой
939,Плохой
940,Плохой
941,Плохой
942,Плохой
943,Плохой
944,Обычный
945,Обычный
946,Обычный
947,Обычный
948,Обычный
949,Обычный
950,Обычный
951,Обычный
952,Обычный
953,Обычный
954,Обычный
955,Обычный
956,Обычный
957,Обычный
958,Обычный
959,Обычный
960,Хороший
961,Хороший
962,Хороший
963,Обычный
964,Хороший
965,Хороший
966,Хороший
967,Обычный
968,Обычный
969,Обычный
970,Обычный
971,Обычный
972,Обычный
973,Обычный
974,Обычный
975,Обычный
976,Обычный
977,Хороший
978,Обычный
979,Обычный
980,Обычный
981,Обычный
982,Обычный
983,Обычный
984,Обычный
985,Обычный
986,Обычный
987,Обычный
988,Обычный
989,Обычный
990,Обычный
991,Обычный
992,Плохой
993,Обычный
994,Плохой
995,Обычный
996,Плохой
997,Плохой
998,Плохой
999,Плохой
1000,Плохой
1001,Плохой
1002,Плохой
1003,Плохой
1004,Плохой
1005,Плохой
1006,Плохой
1007,Плохой
1008,Хороший
1009,Хороший
1010,Хороший
1011,Хороший
1012,Хороший
1013,Хороший
1014,Хороший
1015,Хороший
1016,Обычный
1017,Обычный
1018,Обычный
1019,Обычный
1020,Обычный
1021,Обычный
1022,Обычный
1023,Обычный
1024,Обычный
1025,Обычный
1026,Обычный
1027,Обычный
1028,Обычный
1029,Обычный
1030,Обычный
1031,Обычный
1032,Обычный
1033,Обычный
1034,Обычный
1035,Обычный
1036,Обычный
1037,Обычный
1038,Обычный
1039,Обычный
1040,Хороший
1041,Хороший
1042,Хороший
1043,Хороший
1044,Хороший
1045,Хороший
1046,Хороший
1047,Хороший
1048,Обычный
1049,Обычный
1050,Обычный
1051,Обычный
1052,Обычный
1053,Обычный
1054,Обычный
1055,Обычный
1056,Обычный
1057,Обычный
1058,Обычный
1059,Обычный
1060,Обычный
1061,Обычный
1062,Обычный
1063,Обычный
1064,Плохой
1065,Плохой
1066,Плохой
1067,Плохой
1068,Плохой
1069,Плохой
1070,Плохой
1071,Плохой
1072,Обычный
1073,Обычный
1074,Обычный
1075,Обычный
1076,Обычный
1077,Обычный
1078,Обычный
1079,Обычный
1080,Обычный
1081,Обычный
1082,Обычный
1083,Обычный
1084,Обычный
1085,Обычный
1086,Обычный
1087,Обычный
1088,Обычный
1089,Обычный
1090,Обычный
1091,Обычный
1092,Обычный
1093,Обычный
1094,Обычный
1095,Обычный
1096,Обычный
1097,Плохой
1098,Обычный
1099,Плохой
1100,Плохой
1101,Плохой
1102,Обычный
1103,Обычный
1104,Обычный
1105,Обычный
1106,Обычный
1107,Обычный
1108,Обычный
1109,Обычный
1110,Обычный
1111,Обычный
1112,Обычный
1113,Обычный
1114,Обычный
1115,Обычный
1116,Обычный
1117,Обычный
1118,Обычный
1119,Обычный
1120,Плохой
1121,Плохой
1122,Плохой
1123,Плохой
1124,Плохой
1125,Плохой
1126,Плохой
1127,Плохой
1128,Хороший
1129,Хороший
1130,Хороший
1131,Хороший
1132,Хороший
1133,Хороший
1134,Хороший
1135,Хороший
1136,Обычный
1137,Обычный
1138,Обычный
1139,Обычный
1140,Обычный
1141,Обычный
1142,Обычный
1143,Обычный
1144,Обычный
1145,Обычный
1146,Обычный
1147,Обычный
1148,Обычный
1149,Обычный
1150,Обычный
1151,Обычный
1152,Обычный
1153,Обычный
1154,Обычный
1155,Обычный
1156,Обычный
1157,Обычный
1158,Обычный
1159,Обычный
1160,Обычный
1161,Обычный
1162,Обычный
1163,Обычный
1164,Плохой
1165,Обычный
1166,Плохой
1167,Обычный
1168,Обычный
1169,Обычный
1170,Обычный
1171,Обычный
1172,Обычный
1173,Обычный
1174,Обычный
1175,Обычный
1176,Плохой
1177,Плохой
1178,Плохой
1179,Плохой
1180,Плохой
1181,Плохой
1182,Плохой
1183,Плохой
1184,Обычный
1185,Обычный
1186,Обычный
1187,Обычный
1188,Обычный
1189,Обычный
1190,Обычный
1191,Обычный
1192,Хороший
1193,Хороший
1194,Хороший
1195,Хороший
1196,Хороший
1197,Хороший
1198,Хороший
1199,Хороший
1200,Обычный
1201,Хороший
1202,Хороший
1203,Обычный
1204,Хороший
1205,Хороший
1206,Хороший
1207,Хороший
1208,Обычный
1209,Обычный
1210,Обычный
1211,Обычный
1212,Обычный
1213,Обычный
1214,Обычный
1215,Обычный
1216,Плохой
1217,Плохой
1218,Плохой
1219,Плохой
1220,Плохой
1221,Плохой
1222,Плохой
1223,Плохой
1224,Хороший
1225,Хороший
1226,Хороший
1227,Хороший
1228,Хороший
1229,Хороший
1230,Хороший
1231,Хороший
1232,Обычный
1233,Обычный
1234,Обычный
1235,Обычный
1236,Обычный
1237,Обычный
1238,Обычный
1239,Обычный
1240,Обычный
1241,Обычный
1242,Обычный
1243,Обычный
1244,Обычный
1245,Обычный
1246,Обычный
1247,Обычный
1248,Хороший
1249,Хороший
1250,Обычный
1251,Хороший
1252,Хороший
1253,Хороший
1254,Хороший
1255,Хороший
1256,Хороший
1257,Хороший
1258,Хороший
1259,Хороший
1260,Хороший
1261,Хороший
1262,Хороший
1263,Хороший
1264,Плохой
1265,Плохой
1266,Плохой
1267,Плохой
1268,Плохой
1269,Плохой
1270,Плохой
1271,Плохой
1272,Обычный
1273,Обычный
1274,Обычный
1275,Обычный
1276,Обычный
1277,Обычный
1278,Обычный
1279,Плохой
1280,Обычный
1281,Обычный
1282,Обычный
1283,Обычный
1284,Обычный
1285,Обычный
1286,Обычный
1287,Обычный
1288,Обычный
1289,Обычный
1290,Обычный
1291,Обычный
1292,Обычный
1293,Обычный
1294,Обычный
1295,Обычный
1296,Обычный
1297,Обычный
1298,Обычный
1299,Обычный
1300,Обычный
1301,Обычный
1302,Обычный
1303,Обычный
1304,Обычный
1305,Обычный
1306,Обычный
1307,Обычный
1308,Обычный
1309,Обычный
1310,Обычный
1311,Обычный
1312,Обычный
1313,Обычный
1314,Обычный
1315,Обычный
1316,Обычный
1317,Обычный
1318,Обычный
1319,Обычный
1320,Обычный
1321,Плохой
1322,Плохой
1323,Обычный
1324,Обычный
1325,Обычный
1326,Обычный
1327,Обычный
1328,Плохой
1329,Плохой
1330,Плохой
1331,Обычный
1332,Плохой
1333,Плохой
1334,Плохой
1335,Обычный
1336,Обычный
1337,Обычный
1338,Обычный
1339,Обычный
1340,Обычный
1341,Обычный
1342,Обычный
1343,Обычный
1344,Плохой
1345,Плохой
1346,Обычный
1347,Плохой
1348,Плохой
1349,Плохой
1350,Плохой
1351,Обычный
1352,Плохой
1353,Плохой
1354,Плохой
1355,Плохой
1356,Плохой
1357,Плохой
1358,Плохой
1359,Плохой
1360,Хороший
1361,Хороший
1362,Хороший
1363,Обычный
1364,Обычный
1365,Хороший
1366,Хороший
1367,Хороший
1368,Обычный
1369,Обычный
1370,Обычный
1371,Обычный
1372,Обычный
1373,Обычный
1374,Обычный
1375,Обычный
1376,Обычный
1377,Плохой
1378,Обычный
1379,Обычный
1380,Плохой
1381,Обычный
1382,Обычный
1383,Обычный
1384,Обычный
1385,Обычный
1386,Обычный
1387,Плохой
1388,Обычный
1389,Обычный
1390,Обычный
1391,Обычный
1392,Хороший
1393,Хороший
1394,Хороший
1395,Хороший
1396,Хороший
1397,Хороший
1398,Хороший
1399,Хороший
1400,Плохой
1401,Плохой
1402,Плохой
1403,Плохой
1404,Плохой
1405,Плохой
1406,Плохой
1407,Плохой
1408,Обычный
1409,Обычный
1410,Обычный
1411,Обычный
1412,Обычный
1413,Обычный
1414,Обычный
1415,Обычный
1416,Обычный
1417,Обычный
1418,Обычный
1419,Обычный
1420,Обычный
1421,Обычный
1422,Обычный
1423,Обычный
1424,Обычный
1425,Обычный
1426,Обычный
1427,Обычный
1428,Обычный
1429,Обычный
1430,Обычный
1431,Обычный
1432,Обычный
1433,Обычный
1434,Обычный
1435,Обычный
1436,Обычный
1437,Обычный
1438,Обычный
1439,Обычный
1440,Обычный
1441,Плохой
1442,Плохой
1443,Плохой
1444,Плохой
1445,Плохой
1446,Плохой
1447,Плохой
1448,Обычный
1449,Обычный
1450,Обычный
1451,Обычный
1452,Обычный
1453,Обычный
1454,Обычный
1455,Обычный
1456,Плохой
1457,Плохой
1458,Плохой
1459,Плохой
1460,Обычный
1461,Плохой
1462,Плохой
1463,Плохой
1464,Плохой
1465,Плохой
1466,Плохой
1467,Плохой
1468,Плохой
1469,Плохой
1470,Плохой
1471,Плохой
1472,Обычный
1473,Обычный
1474,Обычный
1475,Обычный
1476,Обычный
1477,Обычный
1478,Обычный
1479,Обычный
1480,Обычный
1481,Обычный
1482,Обычный
1483,Обычный
1484,Обычный
1485,Обычный
1486,Обычный
1487,Обычный
1488,Плохой
1489,Плохой
1490,Плохой
1491,Плохой
1492,Плохой
1493,Плохой
1494,Плохой
1495,Плохой
1496,Хороший
1497,Хороший
1498,Хороший
1499,Хороший
1500,Хороший
1501,Обычный
1502,Хороший
1503,Хороший
1504,Обычный
1505,Обычный
1506,Обычный
1507,Обычный
1508,Обычный
1509,Обычный
1510,Обычный
1511,Обычный
1512,Плохой
1513,Плохой
1514,Плохой
1515,Плохой
1516,Плохой
1517,Плохой
1518,Плохой
1519,Плохой
1520,Обычный
1521,Обычный
1522,Обычный
1523,Обычный
1524,Обычный
1525,Обычный
1526,Обычный
1527,Обычный
1528,Хороший
1529,Хороший
1530,Хороший
1531,Хороший
1532,Хороший
1533,Хороший
1534,Хороший
1535,Хороший
1536,Обычный
1537,Обычный
1538,Обычный
1539,Обычный
1540,Обычный
1541,Обычный
1542,Обычный
1543,Обычный
1544,Обычный
1545,Обычный
1546,Обычный
1547,Обычный
1548,Обычный
1549,Обычный
1550,Обычный
1551,Обычный
1552,Обычный
1553,Обычный
1554,Обычный
1555,Обычный
1556,Обычный
1557,Обычный
1558,Обычный
1559,Обычный
1560,Обычный
1561,Обычный
1562,Обычный
1563,Обычный
1564,Обычный
1565,Обычный
1566,Обычный
1567,Обычный
1568,Обычный
1569,Обычный
1570,Обычный
1571,Плохой
1572,Обычный
1573,Обычный
1574,Обычный
1575,Обычный
1576,Обычный
1577,Обычный
1578,Обычный
1579,Обычный
1580,Обычный
1581,Обычный
1582,Обычный
1583,Обычный
1584,Обычный
1585,Обычный
1586,Обычный
1587,Плохой
1588,Обычный
1589,Обычный
1590,Плохой
1591,Обычный
1592,Обычный
1593,Обычный
1594,Обычный
1595,Обычный
1596,Обычный
1597,Обычный
1598,Обычный
1599,Обычный
1600,Обычный
1601,Обычный
1602,Обычный
1603,Обычный
1604,Обычный
1605,Обычный
1606,Обычный
1607,Обычный
1608,Плохой
1609,Плохой
1610,Плохой
1611,Плохой
1612,Плохой
1613,Плохой
1614,Плохой
1615,Плохой
1616,Хороший
1617,Хороший
1618,Хороший
1619,Хороший
1620,Хороший
1621,Хороший
1622,Хороший
1623,Хороший
1624,Обычный
1625,Обычный
1626,Обычный
1627,Обычный
1628,Обычный
1629,Обычный
1630,Обычный
1631,Обычный
1632,Обычный
1633,Обычный
1634,Обычный
1635,Обычный
1636,Обычный
1637,Обычный
1638,Обычный
1639,Обычный
1640,Обычный
1641,Обычный
1642,Обычный
1643,Обычный
1644,Обычный
1645,Обычный
1646,Обычный
1647,Обычный
1648,Обычный
1649,Обычный
1650,Обычный
1651,Обычный
1652,Обычный
1653,Обычный
1654,Обычный
1655,Обычный
1656,Обычный
1657,Обычный
1658,Обычный
1659,Обычный
1660,Обычный
1661,Обычный
1662,Обычный
1663,Обычный
1664,Хороший
1665,Обычный
1666,Хороший
1667,Хороший
1668,Обычный
1669,Хороший
1670,Обычный
1671,Обычный
1672,Обычный
1673,Обычный
1674,Обычный
1675,Обычный
1676,Обычный
1677,Обычный
1678,Обычный
1679,Обычный
1680,Плохой
1681,Плохой
1682,Плохой
1683,Плохой
1684,Плохой
1685,Плохой
1686,Плохой
1687,Плохой
1688,Обычный
1689,Обычный
1690,Обычный
1691,Обычный
1692,Обычный
1693,Обычный
1694,Обычный
1695,Обычный
1696,Плохой
1697,Плохой
1698,Плохой
1699,Плохой
1700,Плохой
1701,Плохой
1702,Плохой
1703,Плохой
1704,Плохой
1705,Плохой
1706,Плохой
1707,Плохой
1708,Плохой
1709,Плохой
1710,Плохой
1711,Плохой
1712,Обычный
1713,Обычный
1714,Обычный
1715,Обычный
1716,Обычный
1717,Обычный
1718,Обычный
1719,Обычный
1720,Обычный
1721,Обычный
1722,Обычный
1723,Обычный
1724,Обычный
1725,Обычный
1726,Обычный
1727,Обычный
1728,Хороший
1729,Хороший
1730,Хороший
1731,Хороший
1732,Хороший
1733,Хороший
1734,Хороший
1735,Хороший
1736,Хороший
1737,Хороший
1738,Хороший
1739,Хороший
1740,Обычный
1741,Хороший
1742,Хороший
1743,Хороший
1744,Обычный
1745,Обычный
1746,Обычный
1747,Обычный
1748,Обычный
1749,Обычный
1750,Обычный
1751,Обычный
1752,Хороший
1753,Хороший
1754,Хороший
1755,Хороший
1756,Хороший
1757,Хороший
1758,Хороший
1759,Хороший
1760,Плохой
1761,Плохой
1762,Плохой
1763,Плохой
1764,Плохой
1765,Плохой
1766,Плохой
1767,Плохой
1768,Хороший
1769,Хороший
1770,Хороший
1771,Хороший
1772,Хороший
1773,Хороший
1774,Хороший
1775,Хороший
1776,Плохой
1777,Плохой
1778,Плохой
1779,Плохой
1780,Плохой
1781,Плохой
1782,Плохой
1783,Плохой
1784,Обычный
1785,Обычный
1786,Обычный
1787,Обычный
1788,Обычный
1789,Обычный
1790,Обычный
1791,Обычный
1792,Обычный
1793,Обычный
1794,Обычный
1795,Обычный
1796,Обычный
1797,Обычный
1798,Обычный
1799,Обычный
1800,Обычный
1801,Обычный
1802,Обычный
1803,Обычный
1804,Обычный
1805,Обычный
1806,Обычный
1807,Обычный
1808,Обычный
1809,Обычный
1810,Обычный
1811,Обычный
1812,Обычный
1813,Обычный
1814,Обычный
1815,Обычный
1816,Обычный
1817,Обычный
1818,Обычный
1819,Обычный
1820,Обычный
1821,Обычный
1822,Обычный
1823,Обычный
1824,Плохой
1825,Плохой
1826,Плохой
1827,Плохой
1828,Плохой
1829,Плохой
1830,Плохой
1831,Плохой
1832,Хороший
1833,Хороший
1834,Хороший
1835,Хороший
1836,Хороший
1837,Хороший
1838,Хороший
1839,Хороший
1840,Обычный
1841,Обычный
1842,Обычный
1843,Обычный
1844,Обычный
1845,Обычный
1846,Обычный
1847,Обычный
1848,Обычный
1849,Обычный
1850,Обычный
1851,Плохой
1852,Обычный
1853,Обычный
1854,Обычный
1855,Обычный
1856,Обычный
1857,Обычный
1858,Обычный
1859,Обычный
1860,Обычный
1861,Обычный
1862,Обычный
1863,Обычный
1864,Обычный
1865,Обычный
1866,Обычный
1867,Обычный
1868,Обычный
1869,Обычный
1870,Обычный
1871,Обычный
1872,Обычный
