index,price
143,202129.14795528582
144,716221.3769934878
145,724103.4407142027
146,291988.53864882357
147,297914.1688984238
148,585431.4768755289
149,500763.9072474784
150,297088.77919486834
151,726005.3898937126
152,556472.8673064988
153,557774.9024755374
154,304316.7069581571
155,335190.65433459944
156,426551.18435157783
157,752318.7444938361
158,488729.82602593704
159,670577.0329035706
160,272584.3746326092
161,431601.70719580975
162,472189.1025440896
163,3296970.7556415093
164,455971.0410186904
165,605564.126112946
166,452215.01351135597
167,611937.5929376462
168,217429.8272083149
169,298785.1941377473
170,199263.65084391428
171,635507.5361791153
172,431019.053501162
173,678394.6639442849
174,337192.32957413705
175,572608.8652720047
176,309260.76178460417
177,1082895.56449899
178,723397.4746137285
179,474068.1616644925
180,939036.5384414234
181,459100.6264754317
182,2243659.606310576
183,302631.8947517649
184,379384.63062281354
185,389218.7352976287
186,1151906.1041125448
187,268013.0634704435
188,560305.0788736923
189,653866.1561632756
190,527380.9469999487
191,379332.7819011787
192,482022.9900595418
193,756916.7999028133
194,492548.3266138501
195,537394.3589555424
196,704851.1284320124
197,340923.8444532918
198,257854.56627945384
199,277089.319681441
200,568427.1502685574
201,445123.4600960984
202,978665.7341495713
203,974962.0704335154
204,1977798.463442273
205,551195.314223631
206,386924.09943156346
207,476034.6134413862
208,373350.5441462759
209,385487.0571741353
210,514343.58264571615
211,690127.649831032
212,536591.8027836265
213,899809.1467688926
214,1029504.1097246074
215,716642.666986641
216,763776.7791837223
217,592786.199121673
218,358403.0686750496
219,880794.8358392863
220,337929.15248876467
221,288840.2780997685
222,475704.64858438296
223,415420.451332732
224,1133774.8984934476
225,670938.7167972596
226,295216.64808046835
227,369419.5200078387
228,370384.30566811503
229,342598.36794338044
230,343532.6798669483
231,589274.8717792938
232,499214.02562066045
233,236721.6899321052
234,690707.7722489812
235,506150.1707680441
236,326379.2990603172
237,481222.9492388116
238,424559.07327223703
239,487841.077296551
240,889568.3112955651
241,349053.9511881339
242,728130.1471054794
243,527578.5190547145
244,1385681.3287860618
245,506986.3722170656
246,316732.2689352969
247,359596.1230864602
248,615489.7528548111
249,710350.3102883645
250,588964.1894663387
251,786684.6181426182
252,562183.7333890143
253,426326.1143150947
254,306066.7497301519
255,759227.9043006581
256,318543.03660138167
257,396931.4562972342
258,3422384.496368845
259,928008.670255709
260,231643.29638433395
261,360123.3633404353
262,970867.8451161856
263,700030.4575350661
264,666399.4784083412
265,366726.41599287855
266,443212.070305311
267,828011.6401748131
268,409931.00732543226
269,401217.6976824712
270,655180.5923668947
271,2364181.7388009164
272,637816.9537764483
273,470013.8191080201
274,2355215.9414947983
275,759227.9043006581
276,491604.26087976596
277,417188.47585588164
278,808047.3206497288
279,400179.75883864914
280,503029.7450004567
281,288161.8816965878
282,593830.4272109588
283,542741.3318171779
284,206873.078835015
285,417168.61879176425
286,314889.7904424423
287,806546.2277458791
288,336277.0012583415
289,267990.58021457243
290,2882216.612266242
291,354161.83103754325
292,515981.7825895004
293,511781.2051100596
294,618475.237595146
295,273877.0539791431
296,1430756.793519473
297,854404.1291799524
298,392157.7005182317
299,413906.97556137445
300,905655.2928368344
301,384432.1334831648
302,489759.90064541553
303,433555.75355311116
304,702337.485341
305,276699.75085731025
306,408439.7799242649
307,451348.91403749585
308,388931.9007895754
309,298613.6043389993
310,240284.10749563703
311,1299405.9231693675
312,313409.2054901907
313,342222.80325224076
314,988967.3260169314
315,1075100.7083705075
316,777947.3464159602
317,764471.5001399206
318,504231.46383191075
319,475188.06846544816
320,319095.48405613896
321,266225.8792956524
322,422301.60656370147
323,413247.39429891057
324,435353.9993283563
325,733884.5684001452
326,381008.97517029755
327,672514.1541706697
328,372898.44033423543
329,460657.34853461594
330,353196.2628710339
331,745138.1681800409
332,1875331.9906315778
333,596700.2902555652
334,328077.25334940606
335,668517.0832000468
336,263956.44969428866
337,749729.7673499302
338,611686.1634774928
339,643791.148558841
340,673572.3967382917
341,701250.2241496397
342,986528.234085365
343,764629.8535064083
344,1094988.7562240926
345,225667.2920170599
346,665480.2739309537
347,406259.26910538436
348,277443.3876441288
349,497096.2080307471
350,808208.3372684036
351,422745.4153607527
352,328324.77417245734
353,463547.7504659207
354,1428425.2466033367
355,640533.2540891835
356,207420.52647166478
357,399477.30958335695
358,569464.1283965582
359,574577.4477324028
360,260757.16586586044
361,515071.4524294312
362,351649.29616336554
363,361850.1400723016
364,573719.6641320847
365,800086.7114608748
366,537664.6956483254
367,609927.3435434203
368,659978.1009967092
369,358973.02028425236
370,590114.0081973263
371,316663.8732155658
372,479055.8878318385
373,395428.3812635371
374,731779.8936798733
375,601854.5323949876
376,639246.444398496
377,816932.6389795747
378,655885.3362753426
379,596420.582279213
380,409877.13939029915
381,517068.74911960505
382,493436.1377945381
383,403369.8373559605
384,573205.0996551232
385,202270.59584565068
386,1476366.6028001907
387,778517.6396650872
388,265064.63423162024
389,228384.06998077998
390,596608.4026818965
391,238958.23974542168
392,640211.0554379451
393,287550.8497200159
394,675893.214219757
395,421984.17720277456
396,338461.5027336583
397,451771.0742309426
398,292601.4478409804
399,1411278.9873640502
400,933125.0229472741
401,547482.9767705193
402,860914.68328422
403,429224.96408274764
404,729038.4399074671
405,308981.0992610104
406,548087.1565121949
407,290520.11655606754
408,687090.7358010715
409,627854.6265598236
410,594444.1802369145
411,327362.91557662725
412,737443.933436747
413,348301.24247383577
414,210335.91486802307
415,541691.2452059564
416,1808246.955967129
417,240284.10749563703
418,1193880.1692705292
419,445508.3530402232
420,969984.8125322693
421,899809.1467688926
422,259631.51420804777
423,498387.7170732901
424,394926.829354399
425,380592.2012242888
426,344707.4756340152
427,492938.2811952706
428,318543.03660138167
429,343598.0159687664
430,383129.8282753801
431,300929.4707785822
432,742825.3816571792
433,1531786.2048952486
434,351425.7233393422
435,315356.31006518815
436,373889.9878874557
437,1154344.0275130228
438,597598.9974431244
439,701885.0199103386
440,454753.5948848858
441,266972.9884039815
442,556935.176382441
443,730262.0902025995
444,547745.3387496348
445,1614910.1305039136
446,656687.176017856
447,428064.9772494547
448,786480.8518126144
449,411474.6502649056
450,611806.0259226399
451,643795.9553868325
452,457235.2042227929
453,798183.227128805
454,758283.5130972351
455,297537.75016466173
456,268043.423985772
457,559181.5780926367
458,497107.66092281515
459,350087.0252492881
460,298958.9566998374
461,356173.2943219438
462,213131.40260001807
463,440036.46549596655
464,1446066.9858074652
465,504804.34791728045
466,269626.9791211715
467,435501.05725877255
468,213156.31383674536
469,1551999.169394126
470,236523.46886436173
471,459272.71527355403
472,459541.85109700076
473,311559.5660290837
474,241197.70354738677
475,212812.73785524032
476,378561.06925504585
477,877837.8402706659
478,862894.7994372256
479,923887.290997026
480,214342.1786181349
481,738197.7420263883
482,861701.669207579
483,374471.3410835548
484,446229.30525120837
485,425510.88602699764
486,462179.6461697839
487,307975.16369441897
488,259458.51476078253
489,374111.78678930504
490,337532.6937821812
491,332635.3762499475
492,521278.8459418539
493,2174254.8990933313
494,631442.2753822166
495,545301.3911223492
496,496307.3954137246
497,632562.6556692289
498,939842.1788276187
499,331797.8641397551
500,705411.3748909553
501,405986.59483773547
502,586694.8048760863
503,369608.07387023413
504,412496.6627414776
505,685840.3483795318
506,233865.80644200044
507,695549.9110480541
508,589078.0882772247
509,657710.3751883269
510,601221.0120817315
511,452103.0462285524
512,334474.41225772497
513,1983439.6293358519
514,254350.8119237036
515,485941.6570487764
516,423642.0265979737
517,420785.5494500782
518,476543.27957009507
519,271167.1024735322
520,272284.2838673679
521,376106.2900448547
522,357633.3670044318
523,541885.4246327016
524,363480.99173049384
525,247342.25010011886
526,412613.01923526725
527,739973.7174438614
528,634351.027844532
529,582563.212627029
530,855327.3310911121
531,220757.65371685402
532,348320.2659166364
533,457618.44165892666
534,382232.2073540416
535,337966.53683884273
536,570781.9028609467
537,630969.4947822184
538,323712.34353657335
539,236811.3912804761
540,381145.795332667
541,587300.6338414244
542,811221.2644366492
543,468335.7788040321
544,295802.7144463111
545,559715.1068600329
546,430944.2958385205
547,294443.861563955
548,855624.138898301
549,340092.7314502422
550,342802.0652298804
551,1513196.7121322646
552,694243.888735404
553,438132.8163863057
554,1112503.2944972587
555,206916.06205503189
556,266975.9456287855
557,862471.6218510395
558,300760.23890632665
559,307289.5391364709
560,448103.6439311825
561,297017.49019240314
562,342979.2401029379
563,438609.68326360296
564,629178.9085592825
565,807928.6227729247
566,341302.70598920004
567,382653.21772618045
568,536482.5609352721
569,680423.4313670885
570,455865.2112678932
571,446755.3919340552
572,287550.7669386566
573,234900.31247034387
574,312712.9144626401
575,400179.75883864914
576,408911.06821253686
577,360502.2488074361
578,732025.9157081003
579,424508.45436870784
580,873710.2594546458
581,512302.5535600944
582,269292.0342734059
583,217799.32729223772
584,887908.3106786568
585,568488.4206049175
586,359310.3910850882
587,376214.5717704951
588,630431.4078810082
589,619916.2495243821
590,514823.39018552424
591,283690.90829266165
592,571643.2473382893
593,1102537.0286853597
594,1154344.0275130228
595,2359160.4481878323
596,396931.4562972342
597,385487.0571741353
598,387199.21781686303
599,1346383.8896572993
600,256757.99258894692
601,513083.2870155453
602,314583.5782074266
603,502514.6193261035
604,513609.1516189511
605,251681.79583223726
606,560967.3759120617
607,428573.34353182884
608,321729.8734308224
609,1127787.969945416
610,316336.39821599546
611,495337.2616051836
612,229489.34411895534
613,287780.2109979625
614,626680.9168122634
615,435966.4817159886
616,276420.4823464552
617,356490.1255449976
618,616215.5131265504
619,251750.0127723903
620,510043.36650751304
621,785167.5309345567
622,656502.3580971657
623,275614.28473484574
624,574522.3189853403
625,410365.3826104131
626,506912.0971299132
627,557070.1893705575
628,252140.04057188908
629,1127787.969945416
630,259895.43077305445
631,585550.3820702952
632,982267.4350758896
633,356972.59550069063
634,267992.7450988217
635,333047.4417325195
636,481038.3783938236
637,266515.90263089235
638,814489.8485244157
639,723145.090500935
640,642487.4411146475
641,554418.5930668495
642,212706.77499968157
643,371666.7384312309
644,825850.1854462966
645,399198.0895900459
646,329366.3099106031
647,738520.1028448715
648,433839.8801160878
649,578642.9040923957
650,239501.42868743208
651,346407.91920352884
652,691358.1779670713
653,244591.76909032094
654,1139078.3555496617
655,653049.0800714147
656,2137644.084309381
657,386949.0340365033
658,791217.8719470791
659,417232.22484589246
660,545556.5314191701
661,424653.54744159454
662,436673.7275232371
663,306380.64338824246
664,660972.5127873175
665,574629.7330436946
666,392443.7821779145
667,627803.518157368
668,390779.1178968012
669,504496.60186201456
670,2860369.9225101206
671,713352.6632547636
672,459048.1977892351
673,468567.2802124208
674,1064730.6184463804
675,469892.67719218676
676,542412.1837844932
677,704851.1284320124
678,527554.258273322
679,607630.8971986029
680,429889.06318445946
681,352344.8424365568
682,542716.1457739501
683,335234.95890225883
684,346197.8163351632
685,443024.89024090744
686,536002.2064917453
687,396243.3657064204
688,784523.808406371
689,434497.4656482053
690,672492.1106050087
691,339924.6166397245
692,318985.2448377829
693,492548.3266138501
694,358973.02028425236
695,496255.86284603225
696,287780.2109979625
697,241204.57050645447
698,210660.79446904847
699,405812.9305906295
700,805847.0506152915
701,291804.549295275
702,287026.6210230179
703,423714.59886920283
704,653560.7572619297
705,1099922.9872577589
706,477171.4691939707
707,386501.22676006006
708,528016.4653370576
709,436158.5021871117
710,269650.11325966334
711,387716.5020028228
712,878711.1343487824
713,764479.121256137
714,449045.0681680778
715,351548.16644751764
716,645339.6525189641
717,239865.4697477886
718,537439.8318913595
719,250247.8358808066
720,249173.10857090878
721,396954.90990786295
722,847992.6323005562
723,304469.6179331662
724,1226955.7760889002
725,286991.9360072346
726,603809.0945213434
727,472100.34636520944
728,198425.0315455839
729,559287.6692515812
730,849054.8628468576
731,233273.27833555132
732,533134.7747042915
733,536266.5541661513
734,271384.63981142273
735,1052227.1925440205
736,354121.8231045336
737,639246.444398496
738,590588.7398983866
739,1185342.9875703848
740,736861.795680165
741,608992.7879269454
742,435915.44332780526
743,728708.5511057541
744,284231.24443755974
745,537627.949802387
746,1175438.992459704
747,500129.7205751118
748,576979.0583561519
749,586294.2873355295
750,543947.550522178
751,266775.50190905255
752,236414.08919087713
753,537697.8413875905
754,414214.03674600564
755,207256.19574361393
756,445580.7868779171
757,837467.6314308265
758,684122.5745913251
759,559528.9234026764
760,485011.30888303905
761,321915.30430492887
762,657296.2501381895
763,247219.5981889589
764,781448.6712190247
765,1543743.6395423324
766,437532.1985008837
767,552997.7210510586
768,399253.6920926283
769,539364.6105604463
770,356671.1970866749
771,298372.22793651087
772,568323.4152102444
773,899187.175181424
774,298001.5823958727
775,866933.6917764174
776,505523.3033229267
777,588158.8443783249
778,642720.097293391
779,359760.75263143657
780,301480.78128002747
781,1135921.4566527398
782,588047.9556212036
783,209011.84940415455
784,1036944.4973146016
785,378920.1628286916
786,433722.1349708294
787,470754.2628242269
788,590114.0081973263
789,292726.5425163229
790,547701.7116329903
791,366715.9642781976
792,637623.4068464501
793,213175.231331367
794,388629.2293837153
795,386974.58989794715
796,540198.4192703008
797,228577.02155842996
798,414533.6625808971
799,748217.6096112552
800,635959.0185523812
801,446422.2105330159
802,436689.0266029397
803,757107.8560022882
804,668338.6471976328
805,527926.9103949459
806,527380.7608632471
807,443024.89024090744
808,1211432.8197658893
809,649678.1570209196
810,717033.9177196008
811,307228.59470658295
812,403944.08910745644
813,385036.58243956824
814,1346383.8896572993
815,843709.3375106828
816,726303.8647727702
817,423942.17873864
818,282438.1653194306
819,798757.4592543768
820,528379.5647435936
821,385036.58243956824
822,666370.8210404081
823,453846.14078501053
824,504332.2041567434
825,665060.1858258231
826,510934.11917760904
827,348927.5963726458
828,384432.1334831648
829,397866.2860142221
830,224025.1600385952
831,376015.04820281896
832,772203.5662932233
833,252991.03145621167
834,382893.19503838586
835,592233.5724143013
836,1453093.27141331
837,179787.02639328132
838,664793.8667600236
839,562112.3080429877
840,323926.5858575693
841,777344.9900073173
842,340118.9224714787
843,554099.8836435358
844,362685.2834297045
845,208535.5002898957
846,895305.617853836
847,390503.2228241699
848,412504.4090517288
849,426232.0852416088
850,600077.745917464
851,350972.1705192032
852,429437.93283440074
853,383177.37427473563
854,454275.1385552071
855,396855.57053029124
856,367418.26645389845
857,882860.6128774055
858,422403.62243963423
859,536482.5609352721
860,465466.37310589396
861,439531.52371370455
862,357317.1247585591
863,529396.3222655677
864,347663.05472965515
865,196354.24809816963
866,1812391.1217179678
867,758087.9374842491
868,291109.1877007158
869,1004281.6762889716
870,656885.5483521019
871,417214.0315732146
872,272425.0785550311
873,396015.73532202863
874,338826.7780833315
875,513602.09490755707
876,504231.46383191075
877,764380.9474254935
878,645863.5753909423
879,356571.2291796964
880,503078.4030564311
881,442151.7406573469
882,795652.4730354485
883,208743.8105593168
884,688776.9679399298
885,1162273.3666883323
886,411444.08610114304
887,447517.9056590052
888,377860.15977903723
889,544212.712585203
890,205185.00401708027
891,425860.4396188213
892,2201023.7676015026
893,423231.60839792306
894,506401.9549104237
895,317347.936176163
896,545817.754281972
897,721414.1603075609
898,506853.2514474484
899,492742.63285697217
900,319788.54174918844
901,282108.61157328263
902,694510.0255274781
903,243823.77283461505
904,483516.27567674464
905,288651.47816917545
906,395596.80442439765
907,425895.29239873926
908,2452407.8613350913
909,1128910.6213279916
910,238698.09277371323
911,466536.94678649114
912,337342.949239014
913,301266.6980932972
914,240454.05982607463
915,413376.4300802912
916,664091.3927604891
917,186603.0249369247
918,247391.16163167238
919,450822.7699423975
920,368596.182769902
921,847992.6323005562
922,288970.54016114026
923,586970.6579569321
924,448816.865947771
925,378694.37727254076
926,503783.6612769023
927,437333.4217831685
928,295906.0574211832
929,1821075.201452251
930,1043830.466919306
931,546574.4355921162
932,344848.5414090669
933,573694.8502010333
934,493834.6785102675
935,213156.31383674536
936,817067.1078608013
937,421674.17969030584
938,697780.7167898227
939,467105.77848477685
940,786882.8151485969
941,518055.6482702625
942,262312.48300176254
943,249816.4414489568
944,465366.0195738464
945,339246.75069087814
946,327752.5421219019
947,290329.4334567351
948,610819.5532578297
949,1063960.0811806296
950,445162.0932583884
951,736095.093796323
952,343466.1139283673
953,205931.39642811805
954,632064.9552294165
955,622561.0321023138
956,205915.43880833755
957,385036.58243956824
958,428692.814332469
959,229185.6066486648
960,650550.3761761195
961,538110.2779920778
962,637016.1744784353
963,552660.0243697593
964,326302.2053564499
965,684330.9675240874
966,1008400.0572437271
967,581819.8979267983
968,231794.95209741307
969,594834.225714155
970,716062.1438494809
971,464534.0214320049
972,482469.85056125914
973,264955.29248539987
974,456979.2707604846
975,447791.06655405276
976,1057007.8756667348
977,479368.3346071779
978,603301.2329454033
979,307392.0770902698
980,337980.5929972009
981,377992.25736138277
982,738834.4455663739
983,532415.1125223114
984,520773.53401227295
985,695268.2283030917
986,3355558.640485505
987,694514.6163783126
988,345132.7399232172
989,558580.5729951237
990,529963.8531322774
991,472356.1997602804
992,538823.7160134513
993,773817.7742323142
994,347797.1387288783
995,2228970.6110082213
996,716972.8600024891
997,272518.710655385
998,205701.96561270324
999,668968.6934145159
1000,310711.93076942285
1001,488681.93709940434
1002,662527.8178960505
1003,590345.1427466634
1004,476034.6134413862
1005,911596.3748135372
1006,515517.5277071759
1007,308100.41130582517
1008,496962.7804442373
1009,338860.95240879507
1010,799464.7320353102
1011,210188.4724680202
1012,469631.3794023264
1013,403295.96525921626
1014,319697.46798097895
1015,213625.499122756
1016,415856.2934100075
1017,198425.0315455839
1018,262241.71119447367
1019,650333.2262330925
1020,659865.0853869598
1021,522423.60065563675
1022,545602.3645885433
1023,585374.5351172417
1024,241846.10723140204
1025,668517.0832000468
1026,368773.955833755
1027,342640.84521273634
1028,607799.1957945412
1029,661533.1773507047
1030,464868.7689218773
1031,1031784.9076975837
1032,293890.4404147456
1033,821627.1864705487
1034,252803.13821282485
1035,454995.8877057687
1036,308093.0480578903
1037,420977.3010933133
1038,1235885.0381447722
1039,295216.64808046835
1040,567707.2680570894
1041,441756.93982488406
1042,757706.7524230412
1043,570658.7786541785
1044,421188.6910968503
1045,334568.8313798386
1046,680109.9007888376
1047,717456.4351635091
1048,763707.292543422
1049,653464.269621349
1050,408892.8437328553
1051,403865.7765587406
1052,1772969.228893566
1053,658547.0944217013
1054,576326.9593483728
1055,641207.785578108
1056,311768.47094325395
1057,285656.9986242188
1058,598916.4267982447
1059,431401.8615324758
1060,370741.6203561234
1061,516991.7432144417
1062,240907.47165324347
1063,567791.0867998033
1064,982129.0329780219
1065,362689.5856747109
1066,567286.6055313222
1067,1091517.6188107738
1068,1269057.6592228755
1069,903945.8305370085
1070,663758.6262014884
1071,404836.44483093236
1072,390612.5185524472
1073,246819.09452036466
1074,577778.2258279315
1075,594453.9424633108
1076,377534.13561914506
1077,573694.8502010333
1078,527021.8759698606
1079,491014.17600020615
1080,272475.46420568344
1081,355277.4292169328
1082,668421.0470857193
1083,408702.0010511376
1084,550022.8946951452
1085,283848.3730207644
1086,553881.8598779165
1087,342199.6872526858
1088,877266.0157744945
1089,387528.6320232248
1090,394003.12724969746
1091,365052.46058460406
1092,625361.2946641237
1093,267776.65207766317
1094,653464.269621349
1095,237331.40136895626
1096,432663.3109345946
1097,295767.21231635386
1098,516293.68342315475
1099,561116.0008103049
1100,337525.5990916186
1101,520845.4757721023
1102,480877.30983901344
1103,692307.3464841853
1104,486552.3950271437
1105,520153.8032737873
1106,912462.6247004583
1107,701107.605910938
1108,395488.9377812072
1109,479263.97733104695
1110,1061063.786411654
1111,262323.92998129956
1112,252952.55078820462
1113,771948.4220066883
1114,402033.34626673436
1115,385282.65215706354
1116,953615.2624789675
1117,383628.4355240289
1118,870484.7425089
1119,723397.4746137285
1120,298608.98356051533
1121,460538.53851567744
1122,526241.2687626453
1123,262353.5886291485
1124,518785.01106133393
1125,389078.03250276553
1126,678740.5941753859
1127,1175438.992459704
1128,619921.0217040748
1129,419834.7184527499
1130,547099.4974154149
1131,396373.0107102074
1132,395084.7943475329
1133,622911.1755447031
1134,670878.575073101
1135,367929.12215733377
1136,1082814.4117441105
1137,548469.963630462
1138,454376.8792539227
1139,316696.5669169907
1140,359621.6913505642
1141,317347.15034306416
1142,769659.3761958287
1143,674637.0303366015
1144,389785.324834776
1145,521842.81473685853
1146,954662.4142279072
1147,480900.8101899247
1148,664687.5817255366
1149,483670.33374617965
1150,594692.5283175557
1151,217562.7958826024
1152,1015673.3950668717
1153,493266.253176595
1154,213322.934329086
1155,467109.32152104366
1156,265394.8244607308
1157,477847.77457877423
1158,618810.5040669815
1159,1099563.7618455554
1160,513374.76897099067
1161,225394.34771996623
1162,422549.097241442
1163,618008.6868412923
1164,238421.61358865612
1165,649678.1570209196
1166,335692.12437514024
1167,514389.3488316866
1168,425825.31805372017
1169,328416.6177980046
1170,644626.2394337404
1171,293610.7396850592
1172,916048.5474180456
1173,658547.0944217013
1174,433170.865624469
1175,265587.82429065224
1176,1119737.4583753794
1177,361380.07425694476
1178,544843.0900101515
1179,1803501.7556118057
1180,270517.37558789697
1181,1131818.5498000502
1182,290981.9100816956
1183,246756.66553471613
1184,217254.40177383262
1185,543207.8525924984
1186,514620.359565191
1187,509649.4765895853
1188,1562053.0642042637
1189,1010677.5287602069
1190,494240.89220367663
1191,390234.40635292395
1192,237264.10034416846
1193,451730.37433074
1194,644012.1251292352
1195,1782265.251886257
1196,506986.3722170656
1197,541234.4563843819
1198,524628.6458520879
1199,445477.87356222025
1200,515377.98592304165
1201,386610.0386703367
1202,261816.4946212773
1203,743586.467059859
1204,351046.6925527072
1205,1235348.1964067754
1206,572903.9398052858
1207,1217527.2594052518
1208,396337.4569302821
1209,2286926.4384329175
1210,876691.4377950233
1211,320967.21033760277
1212,459272.71527355403
1213,317994.17404342024
1214,550315.2439042113
1215,475183.17157511844
1216,238958.23974542168
1217,1166388.6511366777
1218,904213.7317537798
1219,371642.36986011226
1220,344664.25024557
1221,504595.26313424285
1222,405206.777388128
1223,526845.144591851
1224,402152.43587619613
1225,494967.8663094459
1226,240483.4424905813
1227,915763.2806601125
1228,757706.7524230412
1229,249282.39431050184
1230,929303.6501527794
1231,899153.4899894667
1232,389592.4692142888
1233,542045.7701562013
1234,422086.1103023515
1235,350604.18352344923
1236,536002.2064917453
1237,1262649.7521183058
1238,599875.081372917
1239,256620.10152649414
1240,737245.1125607046
1241,264962.9938308237
1242,578558.4151312887
1243,263801.10998447484
1244,352344.8424365568
1245,196552.33764493983
1246,449418.84400963364
1247,239501.42868743208
1248,293394.5151538725
1249,502548.1960693872
1250,205483.89334899693
1251,402824.10544788383
1252,647709.2901552593
1253,348349.52629745327
1254,1780907.8714632231
1255,540304.5524479523
1256,329141.0516621606
1257,242403.55050545244
1258,884236.3527308401
1259,336337.97924886324
1260,334359.7286720903
1261,702621.5392884584
1262,589261.860890446
1263,215890.03983613788
1264,339087.59200610244
1265,283095.02730497293
1266,1280437.3384156933
1267,591276.046112418
1268,504912.1955572497
1269,206021.42918525415
1270,544293.0705730397
1271,572484.9253185326
1272,876027.8877471363
1273,539783.0746396463
1274,417169.34643678204
1275,249180.68875249315
1276,843922.4808054533
1277,559802.3636963557
1278,381145.795332667
1279,425510.88602699764
1280,810482.467028938
1281,331820.5170688495
1282,554784.9449693308
1283,1111398.9578206255
1284,324171.511978319
1285,305192.0536524841
1286,1650407.4016815491
1287,752024.7245024286
1288,254527.34155343648
1289,484421.57230099686
1290,269785.9069561637
1291,494363.6527457205
1292,499990.01288690604
1293,488240.72141440876
1294,379855.85260452965
1295,503501.76711854123
1296,249180.68875249315
1297,263992.845416739
1298,499435.83432622516
1299,351832.38166002254
1300,254116.91785361193
1301,223089.69173688872
1302,727629.3872840294
1303,467705.9031826508
1304,375172.97257475526
1305,576184.797023043
1306,480741.87452206964
1307,329718.0481588987
1308,969548.7228935842
1309,355389.03894985997
1310,430191.4675531126
1311,418977.6035036307
1312,292876.3657445863
1313,1063960.0811806296
1314,373720.88184103323
1315,414512.7501969182
1316,209341.4254588437
1317,351269.2691560432
1318,284616.78830565186
1319,319068.2745110716
1320,671003.5904097243
1321,388784.8964866502
1322,381145.795332667
1323,826285.9976363571
1324,433455.8018289169
1325,284285.59045154543
1326,1013090.9939332776
1327,398579.3963442422
1328,446343.77291369415
1329,410817.7308089836
1330,215910.3091072512
1331,396373.0107102074
1332,572903.9398052858
1333,276557.6942485468
1334,415075.83143828897
1335,570781.9028609467
1336,1259818.8273473058
1337,203117.06362741278
1338,622295.029170908
1339,863072.3023344985
1340,290385.30457022024
1341,388255.2292599887
1342,358174.4062416435
1343,690707.7722489812
1344,677823.9429522146
1345,593325.8350038552
1346,634791.8815351413
1347,899153.4899894667
1348,877077.3566927332
1349,279801.7486865714
1350,646733.7575591874
1351,439470.56027605594
1352,404392.18113399233
1353,433803.72834924515
1354,348110.4394883303
1355,242578.98606345628
1356,426015.8970402357
1357,479380.61354472226
1358,479903.93763187714
1359,483603.1638790018
1360,458421.60889472574
1361,843510.5536993905
1362,495654.182543284
1363,396777.46577230195
1364,373111.2418851398
